comparison,project,llm,generated_relative_path,original_relative_path,generated_complexity,original_complexity,delta_complexity,generated_complexity_per_100_ncloc,original_complexity_per_100_ncloc,delta_complexity_per_100_ncloc
assisted_vs_autonomous,MachineLearn-WineClassifier,codex,MachineLearn-WineClassifier/GENAIGREENML_assisted_codex.py,MachineLearn-WineClassifier/GENAIGREENML_autonomous_codex.py,16,74,-58,20.5128,32.8889,-12.3761
assisted_vs_autonomous,MaliciousSoftwareClassification,codex,MaliciousSoftwareClassification/GENAIGREENML_assisted_codex.py,MaliciousSoftwareClassification/GENAIGREENML_autonomous_codex.py,30,45,-15,22.7273,26.4706,-3.7433
assisted_vs_autonomous,Multi-Turn-Intent-Classification,codex,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_codex.py,Multi-Turn-Intent-Classification/GENAIGREENML_autonomous_codex.py,48,118,-70,31.5789,41.4035,-9.8246
assisted_vs_autonomous,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,codex,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_codex.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_codex.py,16,72,-56,25.3968,28.2353,-2.8385
assisted_vs_autonomous,Network_Intrusion_Detection_System,codex,Network_Intrusion_Detection_System/GENAIGREENML_assisted_codex.py,Network_Intrusion_Detection_System/GENAIGREENML_autonomous_codex.py,13,69,-56,17.3333,34.3284,-16.9950
assisted_vs_autonomous,Predicting-heart-diseases-,codex,Predicting-heart-diseases-/GENAIGREENML_assisted_codex.py,Predicting-heart-diseases-/GENAIGREENML_autonomous_codex.py,24,47,-23,27.2727,31.7568,-4.4840
assisted_vs_autonomous,Rock-or-Mine-prediction,codex,Rock-or-Mine-prediction/GENAIGREENML_assisted_codex.py,Rock-or-Mine-prediction/GENAIGREENML_autonomous_codex.py,12,45,-33,21.4286,24.1935,-2.7650
assisted_vs_autonomous,SCT_ML_3,codex,SCT_ML_3/GENAIGREENML_assisted_codex.py,SCT_ML_3/GENAIGREENML_autonomous_codex.py,23,55,-32,33.8235,34.3750,-0.5515
assisted_vs_autonomous,Simple-Naive-Bayes-on-Iris-Dataset,codex,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_codex.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_codex.py,21,74,-53,23.8636,33.7900,-9.9263
assisted_vs_autonomous,Social-Network-Ads,codex,Social-Network-Ads/GENAIGREENML_assisted_codex.py,Social-Network-Ads/GENAIGREENML_autonomous_codex.py,28,46,-18,26.9231,28.2209,-1.2978
assisted_vs_autonomous,Spam-Email-Classifier,codex,Spam-Email-Classifier/GENAIGREENML_assisted_codex.py,Spam-Email-Classifier/GENAIGREENML_autonomous_codex.py,10,54,-44,18.1818,26.2136,-8.0318
assisted_vs_autonomous,SparkMLClassification,codex,SparkMLClassification/GENAIGREENML_assisted_codex.py,SparkMLClassification/GENAIGREENML_autonomous_codex.py,27,84,-57,27.5510,29.4737,-1.9227
assisted_vs_autonomous,Supervised-Data-mining-Customer-satisfaction-prediction-,codex,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_codex.py,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_codex.py,18,48,-30,20,27.1186,-7.1186
assisted_vs_autonomous,Svm-GridsearchCV,codex,Svm-GridsearchCV/GENAIGREENML_assisted_codex.py,Svm-GridsearchCV/GENAIGREENML_autonomous_codex.py,14,50,-36,27.4510,28.4091,-0.9581
assisted_vs_autonomous,Voting-Data-Classification,codex,Voting-Data-Classification/GENAIGREENML_assisted_codex.py,Voting-Data-Classification/GENAIGREENML_autonomous_codex.py,18,53,-35,25.3521,30.6358,-5.2837
assisted_vs_autonomous,animals-classification,codex,animals-classification/GENAIGREENML_assisted_codex.py,animals-classification/GENAIGREENML_autonomous_codex.py,17,51,-34,36.9565,26.4249,10.5317
assisted_vs_autonomous,cancer_prediction,codex,cancer_prediction/GENAIGREENML_assisted_codex.py,cancer_prediction/GENAIGREENML_autonomous_codex.py,26,65,-39,22.6087,36.9318,-14.3231
assisted_vs_autonomous,cars-classification,codex,cars-classification/GENAIGREENML_assisted_codex.py,cars-classification/GENAIGREENML_autonomous_codex.py,19,57,-38,30.1587,33.7278,-3.5691
assisted_vs_autonomous,diabetes_predictive_analysis,codex,diabetes_predictive_analysis/GENAIGREENML_assisted_codex.py,diabetes_predictive_analysis/GENAIGREENML_autonomous_codex.py,18,42,-24,24.6575,26.2500,-1.5925
assisted_vs_autonomous,dyslexia-randomforest,codex,dyslexia-randomforest/GENAIGREENML_assisted_codex.py,dyslexia-randomforest/GENAIGREENML_autonomous_codex.py,43,48,-5,33.3333,30.9677,2.3656
assisted_vs_autonomous,spam-ham-detection,codex,spam-ham-detection/GENAIGREENML_assisted_codex.py,spam-ham-detection/GENAIGREENML_autonomous_codex.py,29,46,-17,35.8025,26.5896,9.2129
assisted_vs_autonomous,student-math-ml-analysis,codex,student-math-ml-analysis/analysis/GENAIGREENML_assisted_codex.py,student-math-ml-analysis/analysis/GENAIGREENML_autonomous_codex.py,11,37,-26,19.6429,24.5033,-4.8605
assisted_vs_autonomous,Air-Quality-Health-Prediction,gemini,Air-Quality-Health-Prediction/GENAIGREENML_assisted_gemini.py,Air-Quality-Health-Prediction/GENAIGREENML_autonomous_gemini.py,5,15,-10,9.4340,21.7391,-12.3052
assisted_vs_autonomous,Algorithms_KnnClasifier,gemini,Algorithms_KnnClasifier/GENAIGREENML_assisted_gemini.py,Algorithms_KnnClasifier/GENAIGREENML_autonomous_gemini.py,8,10,-2,21.6216,14.0845,7.5371
assisted_vs_autonomous,Annotated_Colab_Notebook,gemini,Annotated_Colab_Notebook/GENAIGREENML_assisted_gemini.py,Annotated_Colab_Notebook/GENAIGREENML_autonomous_gemini.py,3,13,-10,11.5385,16.2500,-4.7115
assisted_vs_autonomous,BREAST-CANCER-PREDICTION-SYSTEM,gemini,BREAST-CANCER-PREDICTION-SYSTEM/GENAIGREENML_assisted_gemini.py,BREAST-CANCER-PREDICTION-SYSTEM/GENAIGREENML_autonomous_gemini.py,5,21,-16,14.7059,25.3012,-10.5953
assisted_vs_autonomous,CT_Project,gemini,CT_Project/GENAIGREENML_assisted_gemini.py,CT_Project/GENAIGREENML_autonomous_gemini.py,3,11,-8,9.0909,17.4603,-8.3694
assisted_vs_autonomous,Classification-with-xgboost-on-binary.csv-data,gemini,Classification-with-xgboost-on-binary.csv-data/GENAIGREENML_assisted_gemini.py,Classification-with-xgboost-on-binary.csv-data/GENAIGREENML_autonomous_gemini.py,3,16,-13,9.3750,20.7792,-11.4042
assisted_vs_autonomous,CodeAlpha_IrisClassification,gemini,CodeAlpha_IrisClassification/GENAIGREENML_assisted_gemini.py,CodeAlpha_IrisClassification/GENAIGREENML_autonomous_gemini.py,6,15,-9,18.1818,24.1935,-6.0117
assisted_vs_autonomous,Cuisine-Predictor,gemini,Cuisine-Predictor/GENAIGREENML_assisted_gemini.py,Cuisine-Predictor/GENAIGREENML_autonomous_gemini.py,17,26,-9,25,34.2105,-9.2105
assisted_vs_autonomous,Decision-Trees,gemini,Decision-Trees/GENAIGREENML_assisted_gemini.py,Decision-Trees/GENAIGREENML_autonomous_gemini.py,47,16,31,32.6389,18.3908,14.2481
assisted_vs_autonomous,DecisionTreeClassifier,gemini,DecisionTreeClassifier/GENAIGREENML_assisted_gemini.py,DecisionTreeClassifier/GENAIGREENML_autonomous_gemini.py,3,11,-8,12.5000,14.1026,-1.6026
assisted_vs_autonomous,Deep-Learning-Classification,gemini,Deep-Learning-Classification/GENAIGREENML_assisted_gemini.py,Deep-Learning-Classification/GENAIGREENML_autonomous_gemini.py,4,10,-6,10.5263,14.9254,-4.3991
assisted_vs_autonomous,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,gemini,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity/GENAIGREENML_assisted_gemini.py,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity/GENAIGREENML_autonomous_gemini.py,2,15,-13,3.0303,18.7500,-15.7197
assisted_vs_autonomous,Diabetes-Classification-with-SVM,gemini,Diabetes-Classification-with-SVM/GENAIGREENML_assisted_gemini.py,Diabetes-Classification-with-SVM/GENAIGREENML_autonomous_gemini.py,4,19,-15,8.3333,22.8916,-14.5582
assisted_vs_autonomous,Email-spam-detector,gemini,Email-spam-detector/GENAIGREENML_assisted_gemini.py,Email-spam-detector/GENAIGREENML_autonomous_gemini.py,26,19,7,29.8851,27.1429,2.7422
assisted_vs_autonomous,FakeNewsPrediction,gemini,FakeNewsPrediction/GENAIGREENML_assisted_gemini.py,FakeNewsPrediction/GENAIGREENML_autonomous_gemini.py,3,15,-12,7.3171,20.5479,-13.2309
assisted_vs_autonomous,HWStudentGradPredictor,gemini,HWStudentGradPredictor/GENAIGREENML_assisted_gemini.py,HWStudentGradPredictor/GENAIGREENML_autonomous_gemini.py,3,17,-14,9.3750,20,-10.6250
assisted_vs_autonomous,IMDB-Sentiment-Analysis,gemini,IMDB-Sentiment-Analysis/GENAIGREENML_assisted_gemini.py,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_gemini.py,2,17,-15,7.6923,20,-12.3077
assisted_vs_autonomous,Iris-Classification-ML-problem,gemini,Iris-Classification-ML-problem/GENAIGREENML_assisted_gemini.py,Iris-Classification-ML-problem/GENAIGREENML_autonomous_gemini.py,6,25,-19,10.9091,25.2525,-14.3434
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha,gemini,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_gemini.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_gemini.py,5,15,-10,13.8889,22.3881,-8.4992
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha2,gemini,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_gemini.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_gemini.py,4,18,-14,12.9032,23.3766,-10.4734
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha3,gemini,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_gemini.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_gemini.py,4,18,-14,14.2857,25.3521,-11.0664
assisted_vs_autonomous,Iris-ML-Lab,gemini,Iris-ML-Lab/GENAIGREENML_assisted_gemini.py,Iris-ML-Lab/GENAIGREENML_autonomous_gemini.py,6,21,-15,23.0769,27.6316,-4.5547
assisted_vs_autonomous,JunctionalClassifier,gemini,JunctionalClassifier/GENAIGREENML_assisted_gemini.py,JunctionalClassifier/GENAIGREENML_autonomous_gemini.py,9,23,-14,15.7895,22.7723,-6.9828
assisted_vs_autonomous,JunctionalClassifier2,gemini,JunctionalClassifier2/GENAIGREENML_assisted_gemini.py,JunctionalClassifier2/GENAIGREENML_autonomous_gemini.py,10,27,-17,21.2766,23.2759,-1.9993
assisted_vs_autonomous,JunctionalClassifier3,gemini,JunctionalClassifier3/GENAIGREENML_assisted_gemini.py,JunctionalClassifier3/GENAIGREENML_autonomous_gemini.py,17,23,-6,31.4815,21.2963,10.1852
assisted_vs_autonomous,K-Nearest-Neighbor-Algorithm,gemini,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_gemini.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_gemini.py,6,19,-13,14.6341,23.7500,-9.1159
assisted_vs_autonomous,ML_CSV_Classification,gemini,ML_CSV_Classification/GENAIGREENML_assisted_gemini.py,ML_CSV_Classification/GENAIGREENML_autonomous_gemini.py,4,25,-21,12.5000,24.5098,-12.0098
assisted_vs_autonomous,MachineLearn-WineClassifier,gemini,MachineLearn-WineClassifier/GENAIGREENML_assisted_gemini.py,MachineLearn-WineClassifier/GENAIGREENML_autonomous_gemini.py,6,16,-10,20.6897,19.7531,0.9366
assisted_vs_autonomous,MaliciousSoftwareClassification,gemini,MaliciousSoftwareClassification/GENAIGREENML_assisted_gemini.py,MaliciousSoftwareClassification/GENAIGREENML_autonomous_gemini.py,6,13,-7,5.9406,23.2143,-17.2737
assisted_vs_autonomous,Multi-Turn-Intent-Classification,gemini,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_gemini.py,Multi-Turn-Intent-Classification/GENAIGREENML_autonomous_gemini.py,11,28,-17,16.6667,29.4737,-12.8070
assisted_vs_autonomous,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,gemini,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_gemini.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_gemini.py,2,12,-10,7.4074,24,-16.5926
assisted_vs_autonomous,Predicting-heart-diseases-,gemini,Predicting-heart-diseases-/GENAIGREENML_assisted_gemini.py,Predicting-heart-diseases-/GENAIGREENML_autonomous_gemini.py,5,12,-7,10,14.4578,-4.4578
assisted_vs_autonomous,Rock-or-Mine-prediction,gemini,Rock-or-Mine-prediction/GENAIGREENML_assisted_gemini.py,Rock-or-Mine-prediction/GENAIGREENML_autonomous_gemini.py,4,9,-5,14.2857,14.7541,-0.4684
assisted_vs_autonomous,SCT_ML_3,gemini,SCT_ML_3/GENAIGREENML_assisted_gemini.py,SCT_ML_3/GENAIGREENML_autonomous_gemini.py,3,9,-6,12,14.5161,-2.5161
assisted_vs_autonomous,Simple-Naive-Bayes-on-Iris-Dataset,gemini,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_gemini.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_gemini.py,3,15,-12,10.3448,19.4805,-9.1357
assisted_vs_autonomous,Social-Network-Ads,gemini,Social-Network-Ads/GENAIGREENML_assisted_gemini.py,Social-Network-Ads/GENAIGREENML_autonomous_gemini.py,3,16,-13,8.5714,26.2295,-17.6581
assisted_vs_autonomous,Spam-Email-Classifier,gemini,Spam-Email-Classifier/GENAIGREENML_assisted_gemini.py,Spam-Email-Classifier/GENAIGREENML_autonomous_gemini.py,3,9,-6,8.3333,17.6471,-9.3137
assisted_vs_autonomous,SparkMLClassification,gemini,SparkMLClassification/GENAIGREENML_assisted_gemini.py,SparkMLClassification/GENAIGREENML_autonomous_gemini.py,3,12,-9,6.5217,14.8148,-8.2931
assisted_vs_autonomous,Supervised-Data-mining-Customer-satisfaction-prediction-,gemini,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_gemini.py,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_gemini.py,5,9,-4,8.3333,14.2857,-5.9524
assisted_vs_autonomous,Svm-GridsearchCV,gemini,Svm-GridsearchCV/GENAIGREENML_assisted_gemini.py,Svm-GridsearchCV/GENAIGREENML_autonomous_gemini.py,2,13,-11,4.7619,14.4444,-9.6825
assisted_vs_autonomous,Voting-Data-Classification,gemini,Voting-Data-Classification/GENAIGREENML_assisted_gemini.py,Voting-Data-Classification/GENAIGREENML_autonomous_gemini.py,6,19,-13,16.2162,23.4568,-7.2406
assisted_vs_autonomous,animals-classification,gemini,animals-classification/GENAIGREENML_assisted_gemini.py,animals-classification/GENAIGREENML_autonomous_gemini.py,2,19,-17,8.3333,22.6190,-14.2857
assisted_vs_autonomous,cancer_prediction,gemini,cancer_prediction/GENAIGREENML_assisted_gemini.py,cancer_prediction/GENAIGREENML_autonomous_gemini.py,4,10,-6,10.5263,18.5185,-7.9922
assisted_vs_autonomous,cars-classification,gemini,cars-classification/GENAIGREENML_assisted_gemini.py,cars-classification/GENAIGREENML_autonomous_gemini.py,2,22,-20,9.0909,22.4490,-13.3581
assisted_vs_autonomous,diabetes_predictive_analysis,gemini,diabetes_predictive_analysis/GENAIGREENML_assisted_gemini.py,diabetes_predictive_analysis/GENAIGREENML_autonomous_gemini.py,2,12,-10,4.6512,15.1899,-10.5387
assisted_vs_autonomous,dyslexia-randomforest,gemini,dyslexia-randomforest/GENAIGREENML_assisted_gemini.py,dyslexia-randomforest/GENAIGREENML_autonomous_gemini.py,8,11,-3,24.2424,17.4603,6.7821
assisted_vs_autonomous,spam-ham-detection,gemini,spam-ham-detection/GENAIGREENML_assisted_gemini.py,spam-ham-detection/GENAIGREENML_autonomous_gemini.py,5,13,-8,15.6250,18.5714,-2.9464
assisted_vs_autonomous,student-math-ml-analysis,gemini,student-math-ml-analysis/analysis/GENAIGREENML_assisted_gemini.py,student-math-ml-analysis/analysis/GENAIGREENML_autonomous_gemini.py,2,13,-11,3.8462,17.3333,-13.4872
