project,relative_path,file,mode,llm,complexity,ncloc,cognitive_complexity,complexity_per_100_ncloc
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,74,219,111,33.7900
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,15,77,21,19.4805
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,1,24,0,4.1667
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,18,65,13,27.6923
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,1,23,1,4.3478
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,28,104,34,26.9231
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,3,35,3,8.5714
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,69,220,90,31.3636
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,17,73,25,23.2877
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,46,163,76,28.2209
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,16,61,20,26.2295
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,1,33,0,3.0303
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,9,51,7,17.6471
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,4,34,4,11.7647
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,10,55,10,18.1818
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,3,36,4,8.3333
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,73,263,124,27.7567
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,54,206,90,26.2136
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,9,51,7,17.6471
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,2,29,1,6.8966
SparkMLClassification,SparkMLClassification/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,11,60,5,18.3333
SparkMLClassification,SparkMLClassification/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,6,55,5,10.9091
SparkMLClassification,SparkMLClassification/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,27,98,28,27.5510
SparkMLClassification,SparkMLClassification/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,3,46,3,6.5217
SparkMLClassification,SparkMLClassification/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,51,178,54,28.6517
SparkMLClassification,SparkMLClassification/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,84,285,138,29.4737
SparkMLClassification,SparkMLClassification/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,12,81,11,14.8148
SparkMLClassification,SparkMLClassification/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,5,79,3,6.3291
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,17,109,13,15.5963
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,6,36,2,16.6667
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,18,90,12,20
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,5,60,6,8.3333
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,55,189,74,29.1005
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,48,177,78,27.1186
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,9,63,13,14.2857
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,2,39,1,5.1282
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,16,69,9,23.1884
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,5,34,4,14.7059
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,14,51,11,27.4510
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,2,42,2,4.7619
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,62,201,81,30.8458
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,50,176,78,28.4091
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,13,90,22,14.4444
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,0,30,0,0
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,20,65,16,30.7692
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,1,26,1,3.8462
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,18,71,18,25.3521
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,6,37,6,16.2162
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,85,252,127,33.7302
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,18,66,24,27.2727
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,53,173,73,30.6358
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,19,81,23,23.4568
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,7,94,6,7.4468
animals-classification,animals-classification/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,18,59,13,30.5085
animals-classification,animals-classification/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,1,16,1,6.2500
animals-classification,animals-classification/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,17,46,13,36.9565
animals-classification,animals-classification/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,2,24,2,8.3333
animals-classification,animals-classification/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,55,181,84,30.3867
animals-classification,animals-classification/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,51,193,99,26.4249
animals-classification,animals-classification/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,19,84,17,22.6190
animals-classification,animals-classification/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,0,30,0,0
cancer_prediction,cancer_prediction/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,10,87,6,11.4943
cancer_prediction,cancer_prediction/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,1,35,2,2.8571
cancer_prediction,cancer_prediction/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,26,115,39,22.6087
cancer_prediction,cancer_prediction/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,4,38,3,10.5263
cancer_prediction,cancer_prediction/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,60,188,71,31.9149
cancer_prediction,cancer_prediction/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,6,50,5,12
cancer_prediction,cancer_prediction/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,65,176,101,36.9318
cancer_prediction,cancer_prediction/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,10,54,14,18.5185
cancer_prediction,cancer_prediction/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,2,38,1,5.2632
cars-classification,cars-classification/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,19,64,15,29.6875
cars-classification,cars-classification/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,2,29,3,6.8966
cars-classification,cars-classification/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,19,63,15,30.1587
cars-classification,cars-classification/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,2,22,3,9.0909
cars-classification,cars-classification/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,49,187,62,26.2032
cars-classification,cars-classification/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,57,169,70,33.7278
cars-classification,cars-classification/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,22,98,21,22.4490
cars-classification,cars-classification/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,0,33,0,0
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,13,66,9,19.6970
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,5,40,6,12.5000
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,18,73,17,24.6575
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,2,43,2,4.6512
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,65,249,84,26.1044
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,10,65,14,15.3846
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,42,160,74,26.2500
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,12,79,15,15.1899
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,2,51,2,3.9216
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,23,84,16,27.3810
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,10,42,6,23.8095
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,43,129,55,33.3333
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,8,33,8,24.2424
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,56,196,65,28.5714
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,48,155,76,30.9677
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,11,63,12,17.4603
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,3,51,2,5.8824
spam-ham-detection,spam-ham-detection/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,9,44,5,20.4545
spam-ham-detection,spam-ham-detection/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,1,19,1,5.2632
spam-ham-detection,spam-ham-detection/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,29,81,29,35.8025
spam-ham-detection,spam-ham-detection/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,5,32,4,15.6250
spam-ham-detection,spam-ham-detection/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,49,227,64,21.5859
spam-ham-detection,spam-ham-detection/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,12,76,29,15.7895
spam-ham-detection,spam-ham-detection/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,46,173,71,26.5896
spam-ham-detection,spam-ham-detection/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,13,70,16,18.5714
spam-ham-detection,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,1,21,0,4.7619
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,12,57,5,21.0526
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,2,56,2,3.5714
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,11,56,9,19.6429
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,2,52,2,3.8462
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,37,151,58,24.5033
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,13,75,25,17.3333
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,0,103,0,0
